,user_id,doc_id,query
487,69,LA121090-0040,VAN GERMANY CALGARY
488,86,LA051490-0101,DREXEL BOWMAN STANDARD POOR WALL
489,43,FT941-5416,RELATIONS SERVICES
490,90,FBIS4-12096,CIVILIAN
491,5,FBIS4-53502,WEDNESDAY OFFER NORTH KOREAN
492,22,FT933-1280,MAGNA EUROPEAN CDOLLARS AUSTRIA GERMANY
493,53,FBIS3-6011,JAPAN PHONE MOTOROLA
494,33,FT933-12437,GORAZDZE STRZELCE CBR POLAND BELGIAN
495,55,FBIS3-26109,XINHUA MAILBOX DISCUSSES CODE CHINA
496,74,FT941-192,OSCAR OSCAR-WINNING HOLOCAUST
497,24,FT911-2568,KURDISH SADDAM MR IRAQ KURDS
498,15,FT924-1857,LAW ENGLAND
499,87,LA091690-0028,QUAYLE BUSH PERU IRAQI WHITE
500,23,LA122789-0023,STEINMETZ RUTH
501,31,FBIS3-49066,COURT ETHNIC
502,88,LA120190-0108,LA
503,88,FT932-7171,COOPER CLEWLOW
504,59,FT932-15678,UK WELLCOME
505,72,FBIS4-35147,MPLN
506,58,FT932-15678,WELLCOME
507,42,LA042089-0205,REILLY PROTECTION ADMINISTRATOR
508,46,FT921-13446,BRITISH VITA
509,70,FBIS4-12096,SECURITY PALESTINIAN
510,1,FBIS3-2118,TIANJIN FOREIGN EXPECTS CITY XINHUA
511,31,FT923-13298,MR LONDON ECB EUROPEAN
512,64,FBIS4-9718,CONGRESS TEGUCIGALPA FINANCE POLICE SCN
513,76,FT933-1280,MAGNA AUSTRIA GERMANY EUROPEAN
514,86,LA041389-0183,EFFICIENT JOHN SOUTH
515,33,FT931-10162,COOPERS LYBRAND DEPARTMENT MR DAVID
516,66,LA051789-0007,HOLMES SMALLWOOD PAUL STREET SOUTHEAST
517,76,FT943-9028,YORK AMERICAN DOLLARS THURSDAY
518,20,FBIS4-52832,MITI UNITED
519,69,FBIS4-35147,CHIAPAS
520,16,FBIS4-38566,CONTINUE UKRAINIAN BSF
521,55,FBIS3-26644,JIANXIN REN CENTRAL
522,3,LA122789-0023,STEINMETZ RUTH GOODWILL
523,81,LA011589-0133,SOVIET CUBA CASTRO SOVIETS CUBAN
524,90,FT934-9396,MR
525,47,LA021389-0034,AIR REP BROWN NORTON
526,26,FT933-3294,DOW
527,62,FT924-10828,WELLCOME ZOVIRAX DEMOCRATIC JULY RETROVIR
528,20,FT922-2583,SITES TOP LONDON
529,38,LA010590-0070,ALBANIANS FEDERAL BUILDING WESTWOOD THURSDAY
530,89,FT943-8335,PEUGEOT
531,54,FT931-8400,ROYAL
532,90,FT932-15678,UK RETROVIR
533,30,FT943-884,HANSON POUNDS MR CHRISTOPHER COLLINS
534,36,FT924-1857,LAW LORD BARRISTERS
535,86,LA022690-0035,HILL DIE MICHAEL CHANNELS
536,2,LA101689-0071,CALIFORNIA
537,80,FT932-11415,MR
538,1,FBIS4-12096,PALESTINIAN ISRAELI COMMITTEE SECURITY CIVILIAN
539,8,FT924-5210,CARIBBEAN GUYANA BARBADOS
540,52,FT934-11574,QUEENS HOUSES QMH
541,34,LA101890-0061,BUSH PRESIDENT DEMOCRATS
542,46,LA101890-0061,DEMOCRATS HOUSE
543,84,FBIS3-49066,ALBANIANS ETHNIC SERBIAN
544,91,LA011589-0133,CUBA CASTRO CUBAN
545,39,FT932-622,THURSDAY GERMANY JUNE
546,65,FT922-306,SAMPO FINLAND
547,51,FBIS3-2118,XINHUA EXPECTS CITY TIANJIN
548,77,LA100389-0056,ORANGE MATTERA IRVINE EL
549,7,FT942-15432,MR PENSIONER NOVEMBER BUDGET
550,57,FT944-7278,TECHNOLOGY
551,90,FT932-2039,TEAM LONDON WALES COLLEGE
552,43,FBIS3-27804,DELEGATION FRIDAY
553,36,FT944-7278,INSTITUTE BIOTECHNOLOGY CAMBRIDGE BRITISH TECHNOLOGY
554,18,FT933-3294,DISAPPOINTING
555,71,FT934-9396,NOTTINGHAMSHIRE YORKSHIRE
556,15,LA122789-0023,GOODWILL RUTH STEINMETZ
557,34,LA061189-0066,KILL WILSON BRITISH
558,29,FT933-1280,EUROPEAN MAGNA GERMANY
559,86,FBIS4-54681,SALE VIEWED MEISSNER POLISH
560,46,FBIS3-29626,HOSOKAWA BENIN SOGLO JAPAN
561,78,FT933-8371,ALTUS PHENIX FNAC GMF
562,86,FT924-5210,BOOKER CARIBBEAN BARBADOS
563,87,FT934-11574,MOAT QMH
564,37,LA010589-0153,VALLEY PRACTICAL
565,91,FT923-13298,MR LONDON
566,81,FBIS4-52832,JAPAN
567,96,FT941-192,OSCAR-WINNING
568,10,FBIS4-9718,SCN
569,4,LA010689-0065,VAN BURCHERI CABRILLO DOREN
570,70,FT942-7808,WILLIAM SHAW SOUTHERN BUSINESS GROUP
571,45,LA022690-0035,HILL MICHAEL DIE CHANNELS DAVID
572,3,FT931-10162,DAVID
573,46,FBIS3-2118,CITY XINHUA EXPECTS FOREIGN
574,65,LA091089-0086,WEST
575,97,FBIS3-46903,GOVERNMENT CAMBODIAN
576,34,LA011589-0133,SOVIETS CASTRO CUBAN CUBA
577,88,LA101890-0061,BUSH PRESIDENT HOUSE REPUBLICANS DEMOCRATS
578,27,FT941-17003,DOLLARS PAPER NYSE WALL STREET
579,80,FT944-10007,POUNDS BROWN BRITISH TUESDAY NORTHUMBRIAN
580,51,FT931-8400,RUSSIAN ROYAL
581,49,LA100389-0056,ORANGE MATTERA IRVINE VALLEY
582,44,LA010689-0065,DOREN VAN CABRILLO
583,65,FT943-884,POUNDS
584,39,FBIS4-51698,DIVISION ROUTE APRIL
585,5,FBIS4-38566,KIEV UKRAINIAN BSF DISCUSSION
586,3,FT933-1280,AUSTRIA EUROPEAN CDOLLARS MAGNA
587,69,FT932-13625,FRANCE
588,85,FT911-2568,KURDISH SADDAM MR IRAQ KURDS
589,99,LA042089-0205,ADMINISTRATOR EPA
590,85,FT941-988,YELTSIN AP
591,8,FBIS3-5499,SPECIAL INDOCHINA INDOCHINESE NAGASAKI JAPAN
592,12,FT944-10007,POUNDS BROWN BRITISH TUESDAY NORTHUMBRIAN
593,67,FBIS3-46903,NSC HOUSE
594,10,FBIS4-38566,BSF KIEV UKRAINIAN DISCUSSION CONTINUE
595,66,FBIS4-34282,PEREZ CUELLAR PERU JULY FUJIMORI
596,38,FT922-306,FINLAND EUROPEAN FINNISH UNION SAMPO
597,18,FT941-5416,IRS INDUSTRIAL RELATIONS
598,27,FT933-8371,FNAC ALTUS PHENIX FRANCE GMF
599,40,FBIS3-45990,STATES AIG CHEN CHINA
600,40,LA101689-0071,SANTA CIVIC ANA CALIFORNIA
601,11,LA121090-0040,KLEEMAN CALGARY
602,32,FBIS3-49066,ALBANIANS SERBIAN KOSOVA COURT
603,83,FT911-2568,KURDISH SADDAM MR IRAQ KURDS
604,4,FT942-7808,BUSINESS GROUP SOUTHERN
605,86,FBIS4-9718,SCN FINANCE
606,3,FT941-192,MR MALAYSIA
607,66,FT924-13307,LLOYDS
608,99,FT924-10828,WELLCOME ZOVIRAX DEMOCRATIC JULY RETROVIR
609,69,FT921-4678,MR BENYON TORY CONSERVATIVE
610,79,FT942-15432,BUDGET
611,78,FT933-3294,DISAPPOINTING WALL STREET DOW PAGE
612,58,FBIS4-52832,MITI STATES WTO
613,69,LA091089-0086,GRIFFIN COLORADO WESTERN WEST SPARKS
614,83,FBIS4-63299,CRIMEAN UKRAINIAN KUZNETSOV BLACK SEA
615,87,FT924-10828,RETROVIR WELLCOME
616,83,FT932-622,THURSDAY UK
617,24,FBIS4-54681,MEISSNER VIEWED
618,70,FBIS3-26644,COMMITTEE
619,26,FT921-13446,POUNDS BRITISH VITA NETHERLANDS SWEDEN
620,62,FT932-10956,ROYAL DIRECT LINE
621,88,FBIS3-17404,RUSSIAN SAMADOV AFGHANISTAN WEST TAJIK
622,85,FBIS3-6011,PHONE TAKEMURA JAPAN MOTOROLA
623,74,FT921-8719,LAS HADAS MEXICO MANZANILLO MEXICAN
624,95,LA010590-0070,ALBANIANS
625,29,LA060289-0141,CALIFORNIA
626,13,FT941-17003,NYSE WALL
627,86,FT941-192,MR
628,96,FT923-13298,LONDON
629,49,FT921-13446,SWEDEN BRITISH
630,85,FBIS3-33193,ARMY GORTARI SALINAS CHIAPAS
631,58,FT921-4678,MP CONSERVATIVE TORY
632,83,LA110890-0004,REAGAN STATE DEDICATES BUILDING PRESIDENT
633,34,FT911-2568,KURDS IRAQ MR
634,5,FT924-11359,EXPRESS
635,14,FBIS3-17404,AFGHANISTAN WEST
636,20,LA121090-0040,CALGARY GERMANY VAN GENNIP
637,8,LA091089-0086,WEST WESTERN
638,62,LA042089-0205,EPA ADMINISTRATOR REILLY
639,92,FBIS4-47649,YEMEN
640,1,FT932-13625,FRENCH FFR870M FRANCE ACCOR
641,17,FT932-11415,MR FLEMISH FTI FLANDERS
642,92,FT932-622,BUNDESBANK THURSDAY GERMANY JUNE
643,56,LA101890-0061,BUSH PRESIDENT HOUSE REPUBLICANS DEMOCRATS
644,39,FBIS3-59533,GALILEO MOVE FINMECCANICA EFIM
645,38,FT944-10007,POUNDS BROWN BRITISH TUESDAY NORTHUMBRIAN
646,66,FBIS3-27804,KIM IL-SONG PRESIDENT DELEGATION FRIDAY
647,18,LA010590-0070,THURSDAY
648,68,FT944-10007,POUNDS
649,33,LA022690-0035,DIE HILL DAVID CHANNELS
650,23,FBIS3-45990,CHINA LIU CHEN AIG STATES
651,7,FBIS4-47649,JORDANIAN YEMEN
652,3,LA050690-0011,SATURDAY DIEGO
653,74,FT941-325,LONDON NARODNY SOVIET
654,31,FT931-10162,COOPERS LYBRAND DEPARTMENT MR DAVID
655,99,FBIS4-49673,SOUTH PACIFIC
656,27,FBIS3-17404,RUSSIAN SAMADOV AFGHANISTAN WEST TAJIK
657,36,LA010889-0044,RUE TURBIGO
658,28,LA010889-0044,RUE PARIS ESSEL SENNEVILLE TURBIGO
659,71,FT944-7278,BRITISH
660,54,FT924-13307,LLOYDS
661,66,FT922-2583,JOINT TOP LONDON TOP-LEVEL
662,14,LA061189-0066,WILSON BRITISH
663,64,FT924-10406,SOL
664,8,LA010689-0065,DOREN BURCHERI
665,3,FBIS3-33193,MEXICAN
666,92,FBIS3-27804,IL-SONG KIM FRIDAY DELEGATION
667,26,LA010889-0044,PARIS
668,44,FBIS3-17404,WEST
669,13,LA050690-0011,SAN ANGELES SATURDAY
670,33,FBIS4-12096,COMMITTEE SECURITY
671,53,FT924-11359,EXPRESS DAY AMERICAN
672,60,FT924-11359,EXPRESS OGILVY
673,87,FT922-2583,SITES LONDON TOP
674,80,FT934-11574,QMH MOAT HOUSES
675,64,LA022690-0035,DAVID
676,36,FT943-8335,EUROPE GERMANY BRITAIN PEUGEOT EUROPEAN
677,44,FT941-192,MALAYSIA HOLOCAUST OSCAR
678,27,FT943-884,MR HANSON
679,48,FT943-8335,EUROPEAN GERMANY PEUGEOT EUROPE
680,82,FT924-10406,ARSENAL SUDDENLY LIVERPOOL
681,17,FT933-3294,DISAPPOINTING
682,3,FBIS3-26109,XINHUA CHINA
683,55,FT943-884,MR
684,27,FT924-10828,DEMOCRATIC RETROVIR ZOVIRAX
685,72,FT941-325,SOVIET POUNDS
686,43,FBIS3-6011,TAKEMURA JAPAN MOTOROLA PHONE
687,35,LA061189-0066,LICENCE BRITISH
688,90,FT924-10406,ELLERY ARSENAL SUDDENLY SOL LIVERPOOL
689,3,FBIS3-27804,FRIDAY IL-SONG
690,21,LA011589-0133,CASTRO CUBA SOVIETS
691,32,LA021389-0034,REP FORCE NORTON
692,90,LA122789-0023,PRESIDENT INDUSTRIES STEINMETZ
693,61,FT921-8719,MANZANILLO MEXICO HADAS
694,85,FT922-2583,TOP
695,40,FT932-13625,FRANCE
696,50,FBIS4-34282,PERU FUJIMORI
697,11,LA050690-0011,SAN DIEGO SATURDAY COUNTY ANGELES
698,8,FT932-15678,FT RETROVIR
699,57,FT924-10406,ELLERY ARSENAL SUDDENLY SOL LIVERPOOL
700,38,FBIS3-49066,KOSOVA COURT ALBANIANS SERBIAN
701,2,FT941-325,NARODNY SOVIET
702,28,FBIS4-9718,CONGRESS TEGUCIGALPA FINANCE POLICE SCN
703,12,LA042089-0205,REILLY EPA PROTECTION
704,53,FT944-10007,BRITISH TUESDAY
705,70,FBIS4-35147,NATIONAL
706,59,FT924-10828,RETROVIR JULY WELLCOME
707,27,FT942-15432,BUDGET MR
708,88,LA042089-0205,EPA PROTECTION REILLY ADMINISTRATOR
709,69,LA041389-0183,SOUTH PASADENA BERNARDI EFFICIENT JOHN
710,73,FBIS4-67337,PORTUGAL CUSTOMS DIAS COSTA
711,57,FT941-5416,SERVICES INDUSTRIAL RELATIONS JANUARY
712,66,LA050690-0011,SAN DIEGO SATURDAY COUNTY ANGELES
713,93,FT933-8371,FNAC ALTUS PHENIX FRANCE GMF
714,82,FBIS3-27804,DELEGATION KIM PRESIDENT IL-SONG
715,93,LA060289-0141,CHULA CALIFORNIA SIMMONS THURSDAY HIGHWAY
716,80,LA010889-0044,PARIS ESSEL RUE
717,65,FT932-7171,CLEWLOW COOPER MR
718,95,FBIS4-52832,WTO MITI JAPAN UNITED STATES
719,72,LA050690-0011,ANGELES
720,65,FBIS4-9718,SCN CONGRESS TEGUCIGALPA POLICE
721,48,LA122789-0023,INDUSTRIES
722,33,LA051490-0101,DREXEL BOWMAN STANDARD POOR WALL
723,36,FT922-2583,TOP-LEVEL SITES TOP
724,23,FT932-2039,POUNDS WALES TEAM COLLEGE
725,12,FBIS3-6011,PHONE
726,29,FBIS4-47649,AMMAN YEMEN SANAA JORDANIAN YEMENI
727,44,FT933-3294,PAGE WALL DISAPPOINTING STREET
728,12,FT922-6700,MR AEG DAIMLER
729,30,FBIS3-33193,CHIAPAS SALINAS GORTARI
730,12,FT943-8335,EUROPE BRITAIN GERMANY
731,4,FT944-7278,INSTITUTE BIOTECHNOLOGY CAMBRIDGE BRITISH TECHNOLOGY
732,66,FT932-8178,BROADCASTING GARY BSKYB MEAD
733,67,LA060289-0141,CHULA CALIFORNIA SIMMONS THURSDAY HIGHWAY
734,95,LA050690-0011,SAN DIEGO SATURDAY COUNTY ANGELES
735,29,LA101890-0061,PRESIDENT REPUBLICANS
736,91,FT943-9028,YORK AMERICAN
737,33,FBIS3-29626,BENIN TOKYO SOGLO HOSOKAWA
738,73,FBIS3-941,SAP SOUTH AFRICAN SOUTH AFRICAN POLICE POLICE
739,31,FT922-306,FINLAND FINNISH EUROPEAN
740,94,FT924-5210,BOOKER BARBADOS GUYANA CARIBBEAN TATE
741,47,FT944-6308,SEPTEMBER MARCH BTR CITY
742,60,FT911-2568,SADDAM IRAQ KURDISH
743,16,FBIS3-27804,KIM IL-SONG PRESIDENT DELEGATION FRIDAY
744,61,FT944-10007,TUESDAY BROWN BRITISH NORTHUMBRIAN
745,90,FT944-10007,BROWN
746,70,LA110890-0004,BUILDING REAGAN STATE
747,28,LA101689-0071,CIVIC
748,78,LA091089-0086,GRIFFIN COLORADO WESTERN WEST SPARKS
749,59,LA101890-0061,PRESIDENT BUSH
750,75,LA122789-0023,RUTH
751,16,LA091690-0028,PERU BUSH
752,19,FT932-622,JUNE GERMANY UK THURSDAY BUNDESBANK
753,23,FBIS3-941,SAP SOUTH AFRICAN SOUTH AFRICAN POLICE POLICE
754,67,FT934-9396,NATIONAL
755,85,FBIS4-47649,AMMAN YEMEN SANAA JORDANIAN YEMENI
756,38,LA051490-0101,WALL BOWMAN
757,12,FT921-4678,MR CONSERVATIVE BENYON MP TORY
758,46,FBIS4-67337,POLICE PORTUGAL COSTA CUSTOMS
759,64,FT944-6308,CITY BTR MARCH SEPTEMBER
760,81,LA121090-0040,CALGARY
761,54,FT943-8335,EUROPE PEUGEOT
762,32,FT932-13625,FFR870M
763,87,FBIS4-52832,UNITED JAPAN WTO
764,22,LA060690-0032,CITY ETTING
765,2,FBIS4-34282,PERU
766,32,LA121090-0040,VAN GERMANY CALGARY KLEEMAN
767,59,FT931-8400,ROYAL FIREBIRD
768,70,LA102890-0011,PACKERS HOLLYWOOD DON RECORDS PALMER
769,51,FT943-884,MR
770,28,FT932-13625,FFR870M
771,67,FBIS4-9718,POLICE FINANCE
772,47,FT942-15432,MR POUNDS BUDGET NOVEMBER
773,18,FBIS4-49673,SOUTH CHINA AUSTRALIA
774,41,FT933-12437,CBR STRZELCE BELGIAN POLAND
775,65,FT911-2568,KURDISH SADDAM MR IRAQ KURDS
776,8,FT942-7808,SOUTHERN BUSINESS GROUP WILLIAM
777,41,FBIS3-27804,PRESIDENT IL-SONG FRIDAY
778,95,LA010889-0044,SENNEVILLE PARIS
779,4,FT932-11415,FTI
780,38,FT932-8178,STANDARDS GARY BSKYB BROADCASTING
781,75,FT934-9396,NOTTINGHAMSHIRE YORKSHIRE
782,74,FBIS3-33193,MEXICAN GORTARI
783,45,FBIS3-26644,COMMITTEE CENTRAL JIANXIN REN
784,69,LA110389-0020,WATTERS WEEKS LANCASTER THURSDAY ANTELOPE
785,31,LA100389-0056,IRVINE MATTERA ORANGE VALLEY EL
786,31,LA061189-0066,WILSON BRITISH
787,38,FT932-13625,ACCOR FRENCH FRANCE FFR870M DOLLARS
788,77,FBIS4-67337,PORTUGAL POLICE CUSTOMS DIAS COSTA
789,88,FBIS3-28421,KIM NATIONAL ASSEMBLY FEBRUARY EXPRESSES
790,89,FT924-10406,LIVERPOOL ELLERY SOL
791,55,LA101689-0071,ANA SANTA
792,26,FBIS3-46903,HOUSE COMMENTS NSC
793,73,FBIS3-2118,CITY TIANJIN
794,8,LA022690-0035,HILL MICHAEL DIE CHANNELS
795,53,FBIS4-9718,POLICE SCN FINANCE
796,13,LA051490-0101,DREXEL BOWMAN STANDARD POOR WALL
797,67,FBIS3-45990,CHINA LIU CHEN AIG STATES
798,32,FBIS4-54346,MARCH BOK KOREA GNP
799,71,FT941-5416,IRS INDUSTRIAL JANUARY
800,92,FT932-7171,MR BARLOW SOUTH CLEWLOW COOPER
801,95,FBIS4-54681,MEISSNER
802,80,FBIS4-67337,PORTUGAL COSTA
803,75,FBIS3-26644,CENTRAL COMMITTEE
804,24,FBIS4-52832,UNITED
805,59,FT941-325,NARODNY MOSCOW LONDON POUNDS
806,36,FT942-7808,WILLIAM SHAW SOUTHERN BUSINESS GROUP
807,93,FT933-1280,MAGNA CDOLLARS AUSTRIA
808,100,FT924-5210,BOOKER BARBADOS GUYANA CARIBBEAN TATE
809,98,FBIS4-34282,PERU JULY CUELLAR FUJIMORI
810,96,FT941-5416,IRS JANUARY RELATIONS SERVICES
811,79,FBIS3-28421,EXPRESSES NATIONAL
812,92,FBIS4-34282,CUELLAR JULY
813,7,FBIS3-5499,JAPAN SPECIAL INDOCHINA
814,65,FT941-5416,SERVICES
815,100,FBIS4-38566,KIEV CONTINUE BSF DISCUSSION
816,45,FBIS3-27804,PRESIDENT
817,79,FT924-13307,GRANTED
818,39,FBIS3-45990,CHINA
819,8,FT931-10162,LYBRAND
820,72,FBIS3-6011,JAPAN
821,97,LA010689-0065,SATURDAY DOREN BURCHERI
822,53,FBIS3-28421,ASSEMBLY
823,60,LA101890-0061,DEMOCRATS REPUBLICANS
824,21,FT932-15678,WELLCOME CLINTON UK RETROVIR FT
825,90,FBIS4-9718,CONGRESS TEGUCIGALPA FINANCE POLICE SCN
826,57,FT932-10956,DIRECT POUNDS RETURN LINE
827,3,FT921-8719,MEXICO
828,96,FBIS4-53502,KOREAN NORTH WEDNESDAY
829,40,FT922-6700,AEG STOCKL DAIMLER-BENZ
830,35,FT933-8371,FNAC FRANCE PHENIX GMF
831,11,FT932-8178,MEAD BROADCASTING
832,41,LA042089-0205,PROTECTION
833,12,LA110389-0020,WATTERS WEEKS LANCASTER THURSDAY ANTELOPE
834,40,LA121090-0040,VAN
835,65,FT943-6956,EDGBASTON ENGLAND AFRICA
836,6,FT932-15678,UK
837,64,FBIS3-17404,RUSSIAN
838,25,FBIS3-5499,INDOCHINESE INDOCHINA JAPAN SPECIAL
839,53,FT924-10828,DEMOCRATIC JULY
840,97,FBIS4-34282,PEREZ CUELLAR PERU JULY FUJIMORI
841,30,LA122789-0023,PRESIDENT
842,94,FT933-1280,MAGNA EUROPEAN CDOLLARS AUSTRIA GERMANY
843,12,FBIS3-49066,ETHNIC
844,19,FT943-6956,AFRICA
845,15,LA121090-0040,GENNIP
846,4,FT922-306,FINLAND EUROPEAN FINNISH UNION SAMPO
847,40,FT931-10162,COOPERS LYBRAND DEPARTMENT MR DAVID
848,80,FT944-6308,SEPTEMBER CITY BTR MARCH
849,32,FT932-2039,LONDON TEAM WALES POUNDS
850,42,FT941-17003,DOLLARS PAPER NYSE WALL STREET
851,67,LA102890-0011,DON HOLLYWOOD
852,85,LA051789-0007,PAUL HOLMES SMALLWOOD SOUTHEAST
853,68,LA061189-0066,BRITISH KILL
854,72,FT924-10406,ELLERY ARSENAL SUDDENLY SOL LIVERPOOL
855,43,FBIS4-47649,YEMENI SANAA AMMAN
856,8,LA051789-0007,HOLMES SMALLWOOD PAUL STREET SOUTHEAST
857,2,FT922-306,EUROPEAN FINLAND FINNISH
858,28,FT932-15678,WELLCOME CLINTON UK RETROVIR FT
859,64,FT933-1280,GERMANY
860,58,FT924-10828,JULY
861,84,LA042089-0205,AGENCY REILLY PROTECTION
862,45,LA051789-0007,PAUL SOUTHEAST
863,78,LA060690-0032,CITY LABELLE
864,13,FBIS4-12096,PALESTINIAN ISRAELI COMMITTEE SECURITY CIVILIAN
865,75,LA110890-0004,REAGAN
866,45,LA091690-0028,QUAYLE BUSH PERU IRAQI WHITE
867,64,FBIS4-51698,DIVISION
868,81,LA060690-0032,MACARTHUR NAVEJA CITY ETTING
869,68,FT932-11415,DR
870,38,LA110890-0004,REAGAN STATE DEDICATES BUILDING PRESIDENT
871,75,FBIS3-28421,KIM NATIONAL EXPRESSES
872,11,FT931-10162,COOPERS MR DAVID LYBRAND
873,74,LA122789-0023,GOODWILL
874,96,FBIS4-34282,PEREZ CUELLAR PERU JULY FUJIMORI
875,90,LA061189-0151,SALVADOR QUAYLE EL
876,86,FT922-6700,STOCKL AEG DAIMLER-BENZ
877,49,FT933-12437,GORAZDZE POLAND
878,32,FBIS4-38566,UKRAINIAN
879,28,FT941-17003,PAPER STREET WALL
880,34,FBIS4-51698,NADK
881,15,FBIS3-2118,TIANJIN FOREIGN EXPECTS CITY XINHUA
882,14,FT932-8178,MEAD GARY
883,1,FT941-5416,IRS SERVICES INDUSTRIAL RELATIONS JANUARY
884,99,FT924-13307,GRANTED TURNOVER LLOYDS
885,73,FBIS4-38566,BSF
886,24,FT931-10162,COOPERS LYBRAND DEPARTMENT MR DAVID
887,56,FT924-1857,BARRISTERS LORD ENGLAND
888,95,FT924-5210,TATE BOOKER
889,84,LA060289-0141,CHULA CALIFORNIA
890,61,FT922-306,SAMPO FINNISH FINLAND EUROPEAN
891,22,FT921-4678,MR CONSERVATIVE BENYON MP TORY
892,18,LA042089-0205,PROTECTION REILLY ADMINISTRATOR AGENCY
893,99,LA101890-0061,HOUSE PRESIDENT BUSH REPUBLICANS
894,81,LA110890-0004,REAGAN STATE DEDICATES BUILDING PRESIDENT
895,59,FBIS3-33193,ARMY SALINAS CHIAPAS GORTARI MEXICAN
896,93,LA010590-0070,ALBANIANS WESTWOOD
897,49,FBIS4-52832,JAPAN UNITED STATES WTO
898,55,FT943-8335,GERMANY EUROPEAN PEUGEOT
899,84,FBIS4-53502,KOREAN
900,88,FBIS4-54681,BURMA POLISH MEISSNER VIEWED SALE
901,27,FT921-4678,TORY MR
902,69,LA061189-0066,BRITAIN LICENCE
903,35,LA102890-0011,PACKERS HOLLYWOOD DON RECORDS PALMER
904,97,FT933-8371,FNAC ALTUS PHENIX FRANCE GMF
905,70,FBIS4-54346,MARCH JANUARY-MARCH GNP KOREA
906,36,FBIS3-45990,CHINA
907,88,LA102890-0011,HOLLYWOOD DON PACKERS PALMER
908,15,LA091089-0086,GRIFFIN COLORADO WESTERN WEST SPARKS
909,53,FBIS3-29626,TOKYO SOGLO
910,60,LA011589-0133,CASTRO
911,89,LA091089-0086,GRIFFIN WEST WESTERN
912,36,FBIS4-53502,OFFER WEDNESDAY DPRK KOREAN
913,5,FT932-622,JUNE GERMANY UK THURSDAY BUNDESBANK
914,50,FBIS3-46903,NSC CAMBODIAN COMMENTS GOVERNMENT
915,89,FT942-15432,PENSIONER NOVEMBER BUDGET POUNDS MR
916,9,FT942-15432,NOVEMBER
917,95,LA041389-0183,SOUTH PASADENA BERNARDI EFFICIENT JOHN
918,57,FBIS4-63299,UKRAINIAN BLACK CRIMEAN SEA
919,21,FT934-11574,MOAT MARCH
920,87,FT931-10162,MR COOPERS LYBRAND DEPARTMENT
921,82,FT932-7171,MR BARLOW SOUTH CLEWLOW COOPER
922,53,FT921-4678,MP CONSERVATIVE
923,87,FT932-2039,TEAM WALES COLLEGE
924,96,FBIS3-59533,FINMECCANICA EFIM OTO
925,94,FBIS3-2118,TIANJIN EXPECTS
926,18,FBIS4-54346,GNP KOREA BOK MARCH JANUARY-MARCH
927,38,FBIS3-46903,NSC
928,13,FBIS4-35147,MPLN NATIONAL LIBERATION CHIAPAS RESPONSIBILITY
929,34,FT932-11415,FTI
930,75,FT941-192,HOLOCAUST
931,87,FT933-12437,CBR
932,98,LA010590-0070,ALBANIANS FEDERAL
933,56,FT932-2039,WALES TEAM
934,23,FT922-6700,MR DAIMLER
935,90,FT943-9028,YORK AMERICAN THURSDAY EXCHANGE
936,20,LA011589-0133,CUBAN SOVIET CASTRO
937,99,FT932-13625,DOLLARS
938,25,FBIS4-63299,KUZNETSOV
939,82,FBIS3-17404,TAJIK AFGHANISTAN WEST SAMADOV
940,70,FT942-15432,PENSIONER NOVEMBER BUDGET
941,56,FT943-9028,DOLLARS
942,79,LA101890-0061,REPUBLICANS HOUSE BUSH DEMOCRATS
943,26,FT932-8178,STANDARDS
944,69,FT921-13446,SWEDEN VITA POUNDS BRITISH
945,21,LA102890-0011,PACKERS HOLLYWOOD DON RECORDS PALMER
946,57,FT941-192,OSCAR HOLOCAUST MALAYSIA
947,81,FT933-3294,DISAPPOINTING WALL STREET DOW PAGE
948,39,LA010589-0153,CONWAY BURBANK WOODBURY VALLEY
949,4,FBIS4-53502,NORTH KOREAN OFFER DPRK WEDNESDAY
950,25,LA051789-0007,STREET PAUL HOLMES SMALLWOOD
951,3,FT924-10828,JULY RETROVIR
952,8,FBIS4-9718,CONGRESS TEGUCIGALPA FINANCE POLICE SCN
953,37,FBIS4-54346,KOREA GNP
954,83,FT923-13298,ECB MR LONDON FRANKFURT EUROPEAN
955,35,FT924-10406,ARSENAL SOL
956,82,FT924-1857,LORD MACKAY LAW BARRISTERS ENGLAND
957,3,LA061189-0151,CRISTIANI UNGO QUAYLE SALVADOR
958,96,FBIS4-54346,MARCH JANUARY-MARCH
959,56,FT944-7278,CAMBRIDGE BIOTECHNOLOGY
960,93,LA110890-0004,BUILDING DEDICATES REAGAN PRESIDENT
961,40,FT932-10956,ROYAL RETURN
962,59,LA110389-0020,ANTELOPE LANCASTER WEEKS
963,66,FT934-9396,YORKSHIRE NATIONAL MR
964,13,LA022690-0035,CHANNELS HILL DIE DAVID
965,25,FT924-5210,TATE BOOKER GUYANA BARBADOS
966,87,LA010589-0153,WOODBURY PRACTICAL CONWAY VALLEY
967,95,FT931-10162,COOPERS LYBRAND DEPARTMENT DAVID
968,58,FT932-8178,BSKYB BROADCASTING STANDARDS GARY MEAD
969,79,FBIS4-12096,PALESTINIAN ISRAELI COMMITTEE SECURITY CIVILIAN
970,65,FBIS3-59533,FINMECCANICA
971,70,LA122789-0023,GOODWILL STEINMETZ PRESIDENT
972,95,LA022690-0035,HILL CHANNELS
